Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,PolicyMismatchFlag
Toyota,1,Friday,Apr,0.25,0,Single,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,5 years,31 to 35,0,0,0,none,no change,3 to 4,Liability,1
Mazda,1,Thursday,Feb,0.5,1,Married,0,Sedan - All Perils,Sedan,20000 to 29000,1.0,0.25,0.6666666666666667,more than 30,more than 30,none,7 years,41 to 50,0,0,0,none,no change,1 vehicle,All Perils,0
Honda,1,Wednesday,Dec,0.25,0,Married,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,none,5 years,41 to 50,0,0,0,none,no change,1 vehicle,All Perils,0
Mazda,1,Wednesday,Dec,0.25,1,Married,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,none,7 years,36 to 40,0,0,0,none,no change,1 vehicle,All Perils,0
Honda,1,Wednesday,Jul,0.5,1,Married,1,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,1,7 years,36 to 40,0,0,0,none,no change,1 vehicle,All Perils,0
Pontiac,1,Friday,Jun,0.75,1,Single,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Pontiac,1,Friday,Mar,0.75,1,Married,1,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,3 to 5,no change,1 vehicle,Collision,0
Honda,1,Monday,Apr,0.0,1,Single,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,none,7 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,Collision,0
Pontiac,0,Tuesday,Apr,0.5,1,Married,0,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,0.3333333333333333,more than 30,more than 30,none,more than 7,51 to 65,0,0,0,3 to 5,no change,1 vehicle,Collision,0
Pontiac,0,Tuesday,Apr,0.25,1,Single,0,Sedan - All Perils,Sedan,less than 20000,0.0,0.25,1.0,more than 30,more than 30,none,6 years,31 to 35,0,0,0,3 to 5,4 to 8 years,2 vehicles,All Perils,0
Chevrolet,1,Thursday,Mar,0.5,1,Single,0,Sedan - Liability,Sport,30000 to 39000,0.0,1.0,0.0,more than 30,more than 30,2 to 4,7 years,31 to 35,0,0,0,more than 5,no change,1 vehicle,Liability,1
Toyota,1,Tuesday,Mar,0.75,1,Married,1,Sedan - All Perils,Sedan,less than 20000,0.0,0.25,0.3333333333333333,more than 30,more than 30,none,more than 7,51 to 65,0,0,0,none,no change,1 vehicle,All Perils,0
Nisson,1,Thursday,Mar,0.5,1,Married,1,Sedan - All Perils,Sedan,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,more than 7,51 to 65,0,0,0,3 to 5,no change,1 vehicle,All Perils,0
Honda,1,Monday,Apr,0.5,1,Single,0,Sport - All Perils,Sport,more than 69000,0.0,0.25,0.3333333333333333,more than 30,more than 30,1,new,16 to 17,0,0,0,none,no change,1 vehicle,All Perils,0
Honda,1,Tuesday,Oct,0.5,1,Married,0,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,none,5 years,31 to 35,0,0,0,none,no change,1 vehicle,Collision,0
Honda,1,Monday,Jan,1.0,1,Married,1,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,1,7 years,36 to 40,0,0,0,none,no change,1 vehicle,All Perils,0
Toyota,1,Monday,Jan,0.75,1,Married,1,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,none,7 years,36 to 40,0,0,0,none,no change,1 vehicle,All Perils,0
Accura,1,Wednesday,Mar,0.75,1,Single,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.3333333333333333,more than 30,more than 30,more than 4,7 years,31 to 35,0,0,0,none,no change,1 vehicle,Liability,1
Toyota,1,Wednesday,Mar,0.0,1,Married,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,none,7 years,51 to 65,0,0,0,none,no change,1 vehicle,All Perils,0
Honda,0,Thursday,Feb,0.5,1,Married,0,Sport - Collision,Sport,more than 69000,0.0,0.25,0.6666666666666667,more than 30,more than 30,1,more than 7,41 to 50,0,0,0,none,no change,1 vehicle,Collision,0
Toyota,1,Friday,Jan,1.0,1,Married,0,Sedan - All Perils,Sedan,less than 20000,0.0,0.25,1.0,more than 30,more than 30,none,7 years,36 to 40,0,0,0,3 to 5,no change,1 vehicle,All Perils,0
Pontiac,1,Monday,Jan,0.25,1,Single,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,1,6 years,31 to 35,0,0,0,none,no change,1 vehicle,Collision,0
Honda,1,Wednesday,Jan,0.0,1,Single,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,more than 4,6 years,31 to 35,0,0,0,none,no change,1 vehicle,Liability,1
Toyota,1,Wednesday,Sep,0.25,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,7 years,31 to 35,0,0,0,none,no change,1 vehicle,Collision,0
Toyota,1,Monday,Dec,0.0,1,Married,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,7 years,51 to 65,0,0,0,none,no change,1 vehicle,Liability,1
Chevrolet,1,Wednesday,Dec,0.25,1,Single,0,Sedan - All Perils,Sedan,30000 to 39000,0.0,0.25,0.0,more than 30,more than 30,1,5 years,31 to 35,0,0,0,none,no change,1 vehicle,All Perils,0
Honda,1,Tuesday,Feb,0.5,1,Single,1,Sedan - All Perils,Sedan,more than 69000,0.0,0.25,0.6666666666666667,more than 30,more than 30,none,new,16 to 17,0,0,0,none,no change,1 vehicle,All Perils,0
Chevrolet,1,Wednesday,Dec,0.5,0,Single,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,2 to 4,5 years,31 to 35,0,0,0,none,no change,1 vehicle,Collision,0
Ford,1,Monday,Dec,0.5,1,Married,0,Utility - All Perils,Utility,30000 to 39000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,more than 7,51 to 65,0,0,0,none,no change,1 vehicle,All Perils,0
Chevrolet,1,Wednesday,Aug,1.0,1,Married,0,Sedan - All Perils,Sedan,more than 69000,0.0,0.25,0.0,more than 30,more than 30,none,7 years,36 to 40,0,0,0,none,no change,1 vehicle,All Perils,0
Chevrolet,1,Friday,Sep,0.0,0,Married,1,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,1,6 years,31 to 35,0,0,0,3 to 5,4 to 8 years,2 vehicles,All Perils,0
Pontiac,1,Tuesday,Sep,0.25,1,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,Collision,0
Honda,1,Tuesday,Sep,0.75,1,Single,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Toyota,1,Tuesday,Dec,0.25,1,Married,0,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,none,no change,1 vehicle,Collision,0
Mazda,1,Monday,Dec,0.5,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,1,6 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Pontiac,1,Wednesday,Feb,0.5,1,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,1,more than 7,41 to 50,0,0,0,none,no change,1 vehicle,Collision,0
Toyota,1,Monday,Dec,0.25,1,Single,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,none,4 years,26 to 30,0,0,0,none,no change,1 vehicle,Collision,0
Honda,1,Monday,Dec,0.25,1,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,1,more than 7,36 to 40,0,0,0,more than 5,no change,1 vehicle,Collision,0
Pontiac,1,Tuesday,Dec,0.5,1,Married,1,Utility - All Perils,Utility,more than 69000,0.0,0.25,1.0,more than 30,more than 30,none,7 years,36 to 40,0,0,0,1 to 2,no change,1 vehicle,All Perils,0
Pontiac,1,Friday,Dec,0.5,0,Single,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,none,6 years,31 to 35,1,0,0,1 to 2,no change,1 vehicle,Collision,0
Chevrolet,1,Thursday,Dec,0.5,1,Married,0,Utility - All Perils,Utility,more than 69000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,All Perils,0
Pontiac,1,Friday,Dec,0.5,1,Single,1,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,2 years,21 to 25,0,0,0,more than 5,no change,3 to 4,Collision,0
Honda,1,Tuesday,Dec,0.5,1,Married,0,Sedan - All Perils,Sedan,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,7 years,31 to 35,0,0,0,3 to 5,no change,1 vehicle,All Perils,0
Pontiac,1,Tuesday,Sep,0.75,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,none,more than 7,41 to 50,0,0,0,none,no change,1 vehicle,Collision,0
Chevrolet,1,Wednesday,Sep,0.75,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,more than 4,more than 7,36 to 40,0,0,0,1 to 2,1 year,1 vehicle,Collision,0
VW,1,Tuesday,Sep,0.25,1,Single,0,Sedan - Collision,Sedan,more than 69000,0.0,0.5,1.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,0,0,1,more than 5,2 to 3 years,1 vehicle,Collision,0
Toyota,1,Thursday,Feb,0.5,1,Single,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Honda,1,Monday,Sep,0.25,0,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,1,more than 7,51 to 65,0,0,0,more than 5,no change,1 vehicle,Collision,0
Mazda,1,Tuesday,Sep,0.0,0,Single,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,1,6 years,31 to 35,1,0,0,3 to 5,no change,1 vehicle,Collision,0
Pontiac,1,Monday,Sep,0.0,0,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,more than 4,more than 7,36 to 40,0,0,0,none,no change,1 vehicle,Liability,1
Mazda,1,Thursday,Sep,0.25,1,Single,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,none,no change,1 vehicle,Liability,1
Mazda,1,Monday,Dec,0.5,1,Single,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,1.0,more than 30,more than 30,2 to 4,6 years,26 to 30,0,0,1,none,no change,1 vehicle,Liability,1
VW,1,Monday,Dec,0.5,1,Married,0,Sedan - Liability,Sport,40000 to 59000,0.0,0.25,0.6666666666666667,more than 30,more than 30,1,more than 7,41 to 50,0,0,0,3 to 5,no change,1 vehicle,Liability,1
Pontiac,1,Monday,Dec,0.5,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Accura,1,Thursday,Dec,1.0,1,Married,1,Utility - All Perils,Utility,more than 69000,0.0,0.25,1.0,more than 30,more than 30,1,7 years,36 to 40,0,0,0,none,no change,1 vehicle,All Perils,0
Ford,1,Tuesday,Dec,0.75,0,Single,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,36 to 40,1,0,0,none,no change,1 vehicle,Liability,1
Pontiac,1,Thursday,Dec,1.0,1,Married,0,Utility - All Perils,Utility,40000 to 59000,0.0,0.25,0.6666666666666667,more than 30,more than 30,more than 4,7 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,All Perils,0
Pontiac,0,Monday,Sep,0.0,1,Married,0,Sedan - Liability,Sport,less than 20000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Mazda,0,Thursday,Mar,0.75,1,Single,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,none,6 years,31 to 35,0,0,0,none,no change,1 vehicle,All Perils,0
Chevrolet,1,Monday,Feb,0.5,1,Married,0,Sedan - Liability,Sport,40000 to 59000,0.0,0.25,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,3 to 5,no change,1 vehicle,Liability,1
Mercury,1,Friday,Mar,0.0,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,0,0,0,none,no change,1 vehicle,Liability,1
Toyota,1,Friday,Feb,0.75,1,Married,1,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,7 years,31 to 35,0,0,0,more than 5,no change,1 vehicle,Liability,1
Pontiac,1,Friday,Feb,0.0,0,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,more than 4,7 years,41 to 50,0,0,1,more than 5,no change,1 vehicle,Liability,1
Pontiac,1,Tuesday,Dec,0.5,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,5 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Toyota,1,Thursday,Mar,0.0,0,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,5 years,31 to 35,0,0,0,none,no change,1 vehicle,Liability,1
Pontiac,1,Tuesday,Sep,1.0,0,Single,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,5 years,31 to 35,0,0,0,more than 5,no change,1 vehicle,Collision,0
Pontiac,1,Wednesday,Apr,0.0,1,Married,0,Utility - All Perils,Utility,40000 to 59000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,more than 7,41 to 50,0,0,0,3 to 5,no change,1 vehicle,All Perils,0
Accura,1,Tuesday,Apr,0.0,1,Married,0,Sedan - Collision,Sedan,more than 69000,0.0,0.25,1.0,more than 30,more than 30,1,6 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,Collision,0
Honda,1,Monday,Apr,0.5,1,Married,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.3333333333333333,more than 30,more than 30,more than 4,7 years,36 to 40,0,0,0,none,no change,1 vehicle,Liability,1
Chevrolet,1,Thursday,Apr,0.25,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,1,7 years,41 to 50,0,0,0,3 to 5,no change,1 vehicle,Collision,0
Toyota,1,Thursday,Jun,0.75,1,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,none,7 years,31 to 35,0,0,0,none,no change,1 vehicle,Collision,0
Mazda,1,Tuesday,Oct,0.75,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Mazda,1,Tuesday,Nov,0.25,1,Married,0,Sedan - Liability,Sport,30000 to 39000,0.0,1.0,0.6666666666666667,more than 30,more than 30,1,more than 7,36 to 40,0,0,0,none,4 to 8 years,2 vehicles,Liability,1
Mazda,1,Friday,Mar,0.0,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,3 to 5,no change,1 vehicle,Liability,1
Toyota,1,Thursday,Dec,0.75,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,more than 7,41 to 50,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Toyota,1,Thursday,May,0.25,1,Married,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,1,4 years,26 to 30,0,0,0,1 to 2,no change,1 vehicle,All Perils,0
Mazda,1,Tuesday,Jun,1.0,1,Married,1,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,none,7 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,All Perils,0
Pontiac,0,Friday,Jun,0.5,1,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,none,no change,1 vehicle,Collision,0
Mazda,1,Tuesday,Sep,0.25,0,Married,1,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.6666666666666667,none,more than 30,none,7 years,36 to 40,0,0,0,none,no change,1 vehicle,Liability,1
Chevrolet,1,Wednesday,Oct,0.0,1,Married,1,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,more than 7,51 to 65,0,0,0,none,no change,1 vehicle,Collision,0
Chevrolet,1,Monday,Nov,0.5,1,Married,1,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,0.0,more than 30,more than 30,none,7 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Ford,1,Thursday,Dec,0.75,0,Single,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,more than 7,41 to 50,0,0,0,more than 5,no change,1 vehicle,Liability,1
BMW,1,Monday,Dec,0.0,1,Married,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,1.0,more than 30,more than 30,none,7 years,41 to 50,0,0,0,none,no change,3 to 4,All Perils,0
Pontiac,1,Wednesday,Nov,0.25,1,Married,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,3 to 5,no change,1 vehicle,Liability,1
Honda,1,Wednesday,Jun,1.0,0,Married,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,1,3 years,31 to 35,0,0,0,more than 5,no change,1 vehicle,All Perils,0
Toyota,1,Tuesday,Jul,0.5,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,more than 7,41 to 50,0,0,0,3 to 5,no change,1 vehicle,Liability,1
Chevrolet,1,Monday,Jul,1.0,1,Single,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,1,7 years,31 to 35,1,0,0,1 to 2,no change,1 vehicle,Collision,0
Honda,1,Thursday,Mar,0.25,1,Married,0,Sedan - Liability,Sport,more than 69000,0.0,0.25,0.6666666666666667,more than 30,more than 30,more than 4,new,31 to 35,0,0,0,none,no change,1 vehicle,Liability,1
Ford,1,Monday,Nov,0.25,1,Single,0,Sedan - Liability,Sport,40000 to 59000,0.0,0.25,1.0,more than 30,more than 30,2 to 4,7 years,31 to 35,0,0,0,more than 5,no change,1 vehicle,Liability,1
Pontiac,1,Monday,Jul,0.5,1,Married,0,Sedan - All Perils,Sedan,30000 to 39000,0.0,0.25,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,0,0,0,1 to 2,no change,1 vehicle,All Perils,0
Pontiac,1,Thursday,Feb,0.5,1,Married,1,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,none,7 years,36 to 40,0,0,0,none,no change,1 vehicle,All Perils,0
Honda,1,Wednesday,Jul,0.25,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,more than 4,5 years,31 to 35,0,0,0,none,no change,1 vehicle,Liability,1
Pontiac,0,Tuesday,Aug,0.0,1,Married,1,Sedan - All Perils,Sedan,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,none,more than 7,41 to 50,0,0,0,more than 5,no change,1 vehicle,All Perils,0
Pontiac,1,Thursday,Jul,1.0,1,Married,0,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,more than 7,51 to 65,0,0,0,none,4 to 8 years,2 vehicles,All Perils,0
Honda,1,Tuesday,Jul,0.75,0,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,more than 4,7 years,36 to 40,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Honda,1,Thursday,Aug,0.5,1,Married,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.6666666666666667,more than 30,more than 30,more than 4,7 years,36 to 40,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Pontiac,1,Thursday,Aug,0.5,1,Married,0,Sedan - Collision,Sedan,30000 to 39000,0.0,0.5,1.0,more than 30,more than 30,more than 4,7 years,41 to 50,0,0,0,1 to 2,2 to 3 years,1 vehicle,Collision,0
Mazda,1,Tuesday,Oct,0.75,1,Married,1,Sedan - All Perils,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,none,more than 7,41 to 50,0,0,0,none,no change,1 vehicle,All Perils,0
Honda,1,Tuesday,Feb,0.75,1,Married,1,Sport - Collision,Sport,more than 69000,0.0,0.25,0.0,more than 30,more than 30,none,6 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,Collision,0
Pontiac,1,Wednesday,Nov,0.75,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Toyota,1,Thursday,Nov,0.5,1,Single,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,none,5 years,31 to 35,0,0,0,none,no change,1 vehicle,Collision,0
Chevrolet,1,Monday,May,0.25,1,Married,0,Sedan - Collision,Sedan,30000 to 39000,0.0,0.25,0.3333333333333333,more than 30,more than 30,1,more than 7,51 to 65,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Mazda,1,Monday,May,0.25,0,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,more than 5,no change,1 vehicle,Collision,0
Pontiac,1,Monday,Feb,0.75,1,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,1.0,0.0,more than 30,more than 30,1,more than 7,41 to 50,0,0,0,3 to 5,no change,1 vehicle,Collision,0
Pontiac,1,Friday,Aug,0.25,1,Married,1,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,more than 5,no change,1 vehicle,Collision,0
Chevrolet,1,Wednesday,Sep,0.0,1,Married,1,Sedan - All Perils,Sedan,more than 69000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,7 years,41 to 50,0,0,0,more than 5,no change,1 vehicle,All Perils,0
Pontiac,0,Friday,Aug,0.5,0,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,1,6 years,31 to 35,0,0,0,1 to 2,no change,1 vehicle,Collision,0
Pontiac,1,Monday,Oct,0.0,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,none,more than 7,36 to 40,0,0,0,1 to 2,no change,1 vehicle,Liability,1
Honda,1,Friday,Feb,0.5,1,Single,0,Sedan - Collision,Sedan,20000 to 29000,1.0,0.25,0.6666666666666667,more than 30,more than 30,1,6 years,31 to 35,0,0,0,3 to 5,no change,1 vehicle,Collision,0
Toyota,1,Tuesday,Nov,1.0,1,Married,0,Sedan - Liability,Sport,30000 to 39000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,6 years,31 to 35,0,0,0,none,no change,1 vehicle,Liability,1
Pontiac,1,Tuesday,Dec,0.0,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.6666666666666667,more than 30,more than 30,2 to 4,more than 7,41 to 50,0,0,0,none,no change,1 vehicle,Liability,1
Toyota,1,Tuesday,Oct,0.0,1,Married,0,Sedan - Collision,Sedan,20000 to 29000,0.0,0.25,0.3333333333333333,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,Collision,0
Pontiac,1,Monday,Aug,0.75,1,Married,0,Sedan - Liability,Sport,20000 to 29000,0.0,0.25,0.0,more than 30,more than 30,2 to 4,7 years,36 to 40,0,0,0,more than 5,no change,1 vehicle,Liability,1
